===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               65536
L1_ASSOC:              4
L1_PREF_N:             0
L1_PREF_M:             0
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	10015 D	  1000c D	  10011 D	  1000d D	  
Set	233:	2002a  	  20019 D	  20021 D	  2001f  	  20029  	  20027 D	  20017  	  2001e  	  
Set	234:	2002a  	  2001a  	  20029  	  20027 D	  20017  	  211d7 D	  20021  	  20019  	  
Set	235:	2002a  	  20029  	  20027 D	  20017  	  211d7 D	  20021  	  20019  	  2001e  	  
Set	236:	2002a  	  2001f  	  20019 D	  20029  	  20027 D	  20017  	  211d7 D	  20021  	  
Set	237:	2001f  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20021  	  2001e  	  
Set	238:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  20028  	  
Set	239:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  20028  	  
Set	240:	2001c  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	241:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  20028  	  
Set	242:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  211a8  	  
Set	243:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  6fb  	  
Set	244:	20023  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20021  	  2001e  	  
Set	245:	20023  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  211d7 D	  20021  	  
Set	246:	20023  	  20021 D	  2002a  	  2001f  	  20019 D	  2001c  	  20029  	  20027 D	  
Set	247:	20023  	  20019 D	  2001a  	  2002a  	  20029  	  20027 D	  20017  	  20021  	  
Set	248:	20023  	  20021 D	  2002a  	  20029  	  20027 D	  20017  	  20019  	  2001e  	  
Set	249:	20023  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20021  	  2001e  	  
Set	250:	20023  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20021  	  2001e  	  
Set	251:	20023  	  20019 D	  2002a  	  20029  	  20027 D	  20017  	  20021  	  2001e  	  
Set	252:	20023  	  20019 D	  20018  	  20026 D	  2002a  	  20029  	  20027 D	  20017  	  
Set	253:	2002a  	  20026 D	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  
Set	254:	2002a  	  20029  	  2001b D	  20017  	  20027 D	  20021  	  20019  	  2001e  	  
Set	255:	2002a  	  20029  	  20027 D	  20017  	  20021  	  20019  	  2001e  	  20026  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           547
c. number of L1 writes:                36360
d. number of L1 write misses:          2048
e. L1 miss rate:                       0.025950
f. number of L1 writebacks:            411
g. number of L1 prefetches:            0
h. number of L2 reads that did not originate from L1 prefetches:	2595
i. number of L2 read misses that did not originate from L1 prefetches:	2583
j. number of L2 reads that originated from L1 prefetches:		0
k. number of L2 read misses that originated from L1 prefetches:	0
l. number of L2 writes:		            411
m. number of L2 write misses:          53
n. L2 miss rate:                      0.995376
o. number of L2 writebacks:            25
p. number of L2 prefetches:	          0
q. total memory traffic:             2661
