===== Simulator configuration =====
BLOCKSIZE:             16
L1_SIZE:               8192
L1_ASSOC:              4
L1_PREF_N:             1
L1_PREF_M:             3
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	80066 D	  800a3 D	  800ac D	  800ab D	  
Set	431:	20028  	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	432:	20028  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	433:	2002a D	  20028  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	434:	20028  	  20017 D	  2002a  	  20029 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	435:	20028  	  2001f  	  2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	436:	2002a D	  20028  	  20029 D	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	437:	2002a D	  20028  	  20029 D	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	438:	20028  	  2001f  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	439:	20028  	  20018  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	440:	20028  	  2002a D	  20018  	  2001a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	441:	20028  	  20018  	  2001a  	  2002a  	  2001b D	  20029 D	  2001f D	  20017 D	  
Set	442:	20028  	  2002a D	  20018  	  2001a  	  2001b  	  20029 D	  20017 D	  2001f D	  
Set	443:	20028  	  2002a D	  20018  	  2001a  	  2001b  	  20029 D	  20017 D	  2001f  	  
Set	444:	20028  	  2002a D	  20018  	  2001a  	  2001f  	  2001b  	  20029 D	  20017 D	  
Set	445:	20028  	  20018  	  2002a D	  2001a  	  2001f  	  2001b  	  20029 D	  20017 D	  
Set	446:	20018  	  20028  	  2001a  	  2001f  	  2002a  	  20029 D	  20017 D	  20021 D	  
Set	447:	20018  	  2001a D	  20028  	  2002a D	  2001f  	  20029 D	  20017 D	  20021 D	  
Set	448:	20018  	  20028  	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	449:	20018  	  20028  	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	450:	20018  	  20028  	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	451:	20028  	  2002a  	  20019 D	  2001a D	  20029 D	  20017 D	  20021 D	  2001e D	  
Set	452:	20028  	  20029 D	  2002a  	  20019 D	  2001a  	  20017 D	  20021 D	  2001e D	  
Set	453:	20028  	  20029 D	  2002a  	  20019 D	  2001a  	  20017 D	  20021 D	  2001e D	  
Set	454:	20028  	  2002a  	  20029 D	  20019 D	  2001a  	  20017 D	  20021 D	  2001e D	  
Set	455:	20028  	  2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	456:	20028  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	457:	20028  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	458:	2002a D	  20028  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	459:	20028  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	460:	20028  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	461:	20028  	  2002a  	  2001f D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	462:	2002a D	  20029 D	  2001f D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	463:	2002a  	  2001f D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	464:	2001f D	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	465:	2002a  	  2001f D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	466:	20019 D	  2002a  	  2001f D	  20029 D	  20017 D	  20021 D	  2001e D	  20028 D	  
Set	467:	2002a D	  20029 D	  20019 D	  2001f  	  20017 D	  20021 D	  2001e D	  20028 D	  
Set	468:	2002a D	  20029 D	  20019 D	  2001f  	  20017 D	  20021 D	  2001e D	  20028 D	  
Set	469:	2002a D	  2001a D	  20029 D	  20019 D	  2001f  	  20017 D	  20021 D	  2001e D	  
Set	470:	2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	471:	2002a D	  2001a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	472:	2002a D	  2001a  	  2001f D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	473:	2002a  	  2001f D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	474:	2002a  	  20029 D	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	475:	2002a D	  2001f  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	476:	2001f  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	477:	2001f  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	478:	2001f  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	479:	2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	480:	2001c  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	481:	2001c  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	482:	2002a D	  2001c  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	483:	2001c  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	484:	2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20028  	  20027 D	  
Set	485:	20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  20028  	  
Set	486:	2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  6fb  	  
Set	487:	2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  6fb  	  
Set	488:	20023  	  2002a D	  20029 D	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	489:	20023  	  2002a D	  20029 D	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	490:	20023  	  20018 D	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	491:	20023  	  20018  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	492:	20023  	  2002a D	  20018  	  20029 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	493:	20023  	  20018  	  2002a  	  20029 D	  2001f  	  2001c  	  20017 D	  20021 D	  
Set	494:	20023  	  20018  	  2002a  	  20029 D	  2001f  	  2001c  	  20017 D	  20021 D	  
Set	495:	20023  	  2002a D	  2001a  	  20029 D	  2001f  	  2001c  	  20017 D	  20021 D	  
Set	496:	20023  	  2002a D	  20019 D	  2001a  	  20029 D	  2001c  	  20017 D	  20021 D	  
Set	497:	2002a D	  20023  	  2001a  	  20029 D	  20019 D	  20017 D	  20021 D	  2001e D	  
Set	498:	20023  	  2001a  	  2002a  	  20029 D	  20019 D	  20017 D	  20021 D	  2001e D	  
Set	499:	20023  	  2002a D	  20029 D	  20019 D	  20017 D	  20021 D	  2001e D	  20027 D	  
Set	500:	20023  	  20018  	  2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	501:	20023  	  20018 D	  2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	502:	20023  	  20018 D	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	503:	20023  	  20018  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	504:	20023  	  2002a D	  20018  	  2001a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	505:	20023  	  2001a D	  20018  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	506:	20023  	  20018 D	  2002a D	  2001a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	507:	20023  	  20018  	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	508:	2001a  	  2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  2001b D	  
Set	509:	2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20018 D	  
Set	510:	2002a D	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  20018  	  
Set	511:	2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20018  	  20027 D	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           1598
c. number of L1 writes:                36360
d. number of L1 write misses:          1596
e. L1 miss rate:                       0.031940
f. number of L1 writebacks:            4050
g. number of L1 prefetches:            12333
h. number of L2 reads that did not originate from L1 prefetches:	3194
i. number of L2 read misses that did not originate from L1 prefetches:	761
j. number of L2 reads that originated from L1 prefetches:		12333
k. number of L2 read misses that originated from L1 prefetches:	5166
l. number of L2 writes:		            4050
m. number of L2 write misses:          0
n. L2 miss rate:                      0.238259
o. number of L2 writebacks:            621
p. number of L2 prefetches:	          0
q. total memory traffic:             6548
