===== Simulator configuration =====
BLOCKSIZE:             16
L1_SIZE:               16384
L1_ASSOC:              4
L1_PREF_N:             1
L1_PREF_M:             1
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	40033 D	  40056 D	  40055 D	  40054 D	  
Set	361:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	362:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	363:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	364:	20028  	  20029 D	  20018 D	  2002a  	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	365:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	366:	20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	367:	2001b  	  20017  	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	368:	20017  	  2001b D	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	369:	20017  	  2001b  	  20028  	  20029 D	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	370:	20017  	  20028  	  20018 D	  2002a  	  20021 D	  2001b  	  20029  	  20019 D	  
Set	371:	20017  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	372:	20017  	  20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	373:	2001a  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	374:	2001a  	  20018 D	  20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  
Set	375:	20029 D	  20028  	  20018 D	  2002a  	  2001a D	  20017 D	  20021 D	  20019 D	  
Set	376:	20018 D	  20028  	  2002a  	  20017 D	  2001a  	  20021 D	  20029  	  20019 D	  
Set	377:	20028  	  20029 D	  2002a  	  20018 D	  2001a  	  20017 D	  20021 D	  20019 D	  
Set	378:	2001a  	  20029 D	  20028  	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	379:	2001a  	  20029 D	  20028  	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	380:	20028  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	381:	20028  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	382:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  20019 D	  2001e D	  
Set	383:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  20019 D	  2001e D	  
Set	384:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  20019 D	  2001e D	  
Set	385:	20018 D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	386:	20028  	  2002a  	  20029 D	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	387:	20028  	  20018 D	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	388:	20028  	  20018 D	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	389:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20018 D	  20019 D	  2001e D	  
Set	390:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20018  	  20019 D	  2001e D	  
Set	391:	2001a  	  2001b D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	392:	2001a  	  20028  	  20029 D	  2002a  	  20017 D	  2001b  	  20021 D	  20019 D	  
Set	393:	20028  	  2001a  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	394:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	395:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	396:	2001a  	  20029 D	  20028  	  20017 D	  2002a  	  20021 D	  20019 D	  2001e D	  
Set	397:	2001a  	  20028  	  2002a D	  20029 D	  2001b  	  20017 D	  20021 D	  20019 D	  
Set	398:	2001a  	  20029 D	  20028  	  2002a  	  20017 D	  2001b  	  20021 D	  20019 D	  
Set	399:	2001a  	  20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	400:	20028  	  20029 D	  3d819  	  20017 D	  2002a  	  20021 D	  20019 D	  2001e D	  
Set	401:	20028  	  20029 D	  2001f  	  3d819  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	402:	20028  	  2001f D	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	403:	3d819  	  20029 D	  20028  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	404:	3d819  	  2001f  	  20017 D	  20028  	  20029 D	  2002a  	  20021 D	  20019 D	  
Set	405:	20029 D	  2001f  	  20028  	  20017 D	  2002a  	  20021 D	  20019 D	  2001e D	  
Set	406:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	407:	20028  	  2002a  	  3d819 D	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	408:	20028  	  20017 D	  2002a  	  3d819  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	409:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	410:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	411:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	412:	20028  	  20029 D	  2002a  	  20017 D	  2001f  	  20021 D	  20019 D	  2001e D	  
Set	413:	20028  	  2002a  	  20017 D	  20021 D	  2001f  	  20029  	  20019 D	  2001e D	  
Set	414:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	415:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	416:	20028  	  2002a  	  20029 D	  3d819 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	417:	20028  	  20029 D	  2002a  	  3d819  	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	418:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	419:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	420:	20029 D	  20028  	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	421:	20028  	  20029 D	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	422:	20028  	  2001b  	  20029 D	  2001f  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	423:	20028  	  2001b  	  2001f  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  
Set	424:	2001f D	  20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	425:	20029 D	  20028  	  2002a  	  2001f  	  20017 D	  2001a  	  20021 D	  20019 D	  
Set	426:	20029 D	  20028  	  2002a  	  20017 D	  2001a  	  20021 D	  20019 D	  2001e D	  
Set	427:	20028  	  20017 D	  2002a  	  20021 D	  2001a  	  20029  	  20019 D	  2001e D	  
Set	428:	20029 D	  20028  	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	429:	20028  	  2001a D	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	430:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	431:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	432:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	433:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	434:	20028  	  20029 D	  2002a  	  20021 D	  20019 D	  20017  	  2001e D	  20027 D	  
Set	435:	20028  	  2002a D	  2001f  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	436:	20028  	  2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	437:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027  	  
Set	438:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	439:	20028  	  20018  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	440:	20028  	  20018  	  2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	441:	20028  	  20018  	  2001a  	  20029 D	  2002a  	  2001f D	  20017 D	  2001b  	  
Set	442:	20028  	  20018  	  2001b  	  20029 D	  2002a  	  20017 D	  20021 D	  2001f D	  
Set	443:	20028  	  20018  	  20029 D	  2001b  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	444:	20028  	  2002a D	  20018  	  2001a  	  2001f  	  20029 D	  20017 D	  20021 D	  
Set	445:	20028  	  2002a D	  20018  	  2001a  	  2001f  	  20029 D	  20017 D	  20021 D	  
Set	446:	20018  	  20029 D	  20028  	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	447:	20018  	  20028  	  20029 D	  2001a  	  20017 D	  2002a  	  20021 D	  20019 D	  
Set	448:	20018  	  20028  	  2001a  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  
Set	449:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	450:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	451:	20028  	  2001a D	  2002a  	  20019 D	  20017 D	  20021 D	  20029  	  2001e D	  
Set	452:	20028  	  2002a  	  20017 D	  20019 D	  2001a  	  20021 D	  20029  	  2001e D	  
Set	453:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	454:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	455:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	456:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	457:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	458:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	459:	20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	460:	20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  6fc  	  
Set	461:	2002a  	  20017 D	  20021 D	  20029  	  2001f  	  20019 D	  2001e D	  20027 D	  
Set	462:	2001f D	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	463:	2002a  	  20017 D	  20021 D	  20029  	  2001f  	  20019 D	  2001e D	  20027 D	  
Set	464:	2002a  	  20017 D	  2001f  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	465:	2002a  	  20017 D	  2001f  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	466:	20029 D	  2002a  	  20019 D	  20017 D	  2001f  	  20021 D	  2001e D	  20028 D	  
Set	467:	2002a  	  20017 D	  20019 D	  20021 D	  2001f  	  20029  	  2001e D	  20028 D	  
Set	468:	20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	469:	2002a  	  2001a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	470:	2002a  	  20017 D	  2001a  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	471:	20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	472:	2002a  	  2001f  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	473:	2002a  	  2001f  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	474:	20017 D	  2002a  	  2001f  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	475:	2001f  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	476:	2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	477:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	478:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	479:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	480:	2001c  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	481:	2001c  	  2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  20028 D	  
Set	482:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  20027 D	  
Set	483:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  20028  	  
Set	484:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  211a8  	  
Set	485:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  211a8  	  
Set	486:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  6fb  	  
Set	487:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  6fb  	  
Set	488:	20023  	  2002a  	  20029 D	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	489:	20023  	  20029 D	  2002a  	  20018 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	490:	20023  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	491:	20023  	  20029 D	  20018  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	492:	20023  	  20029 D	  20018  	  2002a  	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	493:	20023  	  20029 D	  2002a  	  2001f  	  2001c  	  20017 D	  20021 D	  20019 D	  
Set	494:	20023  	  2002a  	  20017 D	  2001c  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	495:	20023  	  20029 D	  2001a  	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	496:	20023  	  20029 D	  2001a  	  2002a  	  20019 D	  20017 D	  20021 D	  2001e D	  
Set	497:	20023  	  20029 D	  2002a  	  20019 D	  20017 D	  20021 D	  2001e D	  20027 D	  
Set	498:	20023  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	499:	20023  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	500:	20023  	  2002a D	  20018  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	501:	20023  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	502:	20023  	  20018 D	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	503:	20023  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	504:	20023  	  20018  	  2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	505:	20023  	  20018  	  2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	506:	2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  2001e D	  20018 D	  
Set	507:	2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  
Set	508:	20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  2001b D	  20027 D	  
Set	509:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20018 D	  20027 D	  
Set	510:	20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  20027 D	  20018  	  
Set	511:	2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  20026  	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           763
c. number of L1 writes:                36360
d. number of L1 write misses:          1345
e. L1 miss rate:                       0.021080
f. number of L1 writebacks:            3200
g. number of L1 prefetches:            4823
h. number of L2 reads that did not originate from L1 prefetches:	2108
i. number of L2 read misses that did not originate from L1 prefetches:	1186
j. number of L2 reads that originated from L1 prefetches:		4823
k. number of L2 read misses that originated from L1 prefetches:	4020
l. number of L2 writes:		            3200
m. number of L2 write misses:          0
n. L2 miss rate:                      0.562619
o. number of L2 writebacks:            409
p. number of L2 prefetches:	          0
q. total memory traffic:             5615
